Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16
5w0e,,1.41,,2018,,IC50=0.94nM,,IC50=0.94nM,//,5w0e.pdf,(9U4),ligand,is,compound,3
5z4h,,2,,2018,,IC50=0.95mM,,IC50=0.95mM,//,5z4h.pdf,(A8K),[Nonstandard,assay:,Temp,30]
5nr7,,2.35,,2018,,IC50=0.95uM,,IC50=0.95uM,//,5nq5.pdf,(YUI),IC50,=,0.95,+/-
6cyb,,1.62,,2018,,IC50=0.96nM,,IC50=0.96nM,//,6cyb.pdf,(FKV),Ligand,is,compound,11
6hkj,,2.09,,2018,,IC50=0.99nM,,IC50=0.99nM,//,5of0.pdf,(G8W),[Nonstandard,assay:,Temp,37]
5xgh,,2.97,,2018,,IC50=1.02uM,,IC50=1.02uM,//,5xgh.pdf,(84U),HTRF,"assay,",IC50=1.02+/-0.005uM,
6ck6,,3.32,,2018,,IC50=1.0nM,,IC50=1.0nM,,//,6cj5.pdf,(N45),ligand,is,compound
6dl9,,1.8,,2018,,IC50=1.0uM,,IC50=1.0uM,,//,6apz.pdf,(GXD),[Incomplete,ligand],[Different
6.00E+99,,1.88,,2018,,IC50=1.0uM,,IC50=1.0uM,,//,6e99.pdf,(J0G),[Nonstandard,assay:,ATP
5zwe,,2.72,,2018,,IC50=1.1nM,,IC50=1.1nM,,//,5zwe.pdf,(9K0),[Covalent,complex],ligand
5zob,,2,,2018,,IC50=1.1uM,,IC50=1.1uM,,//,5zmq.pdf,(5-mer),[Nonstandard,assay:,Temp
6au9,,2.1,,2018,,IC50=1.1uM,,IC50=1.1uM,,//,6apz.pdf,(BXS),[Incomplete,ligand],[Different
5wzw,,1.95,,2018,,IC50=1.23uM,,IC50=1.23uM,//,5wzo.pdf,(U8D),ligand,is,compound,LY311727
5zfi,,1.8,,2018,,IC50=1.2uM,,IC50=1.2uM,,//,5zfi.pdf,(9C9),ligand,is,22g
6c7j,,1.85,,2018,,IC50=1.32nM,,IC50=1.32nM,//,6c7d.pdf,(EPV),Ligand,is,compound,46;
6bkh,,1.79,,2018,,IC50=1.3nM,,IC50=1.3nM,,//,6bik.pdf,(DVD),Lanthascreen,"assay,",compound
6hmx,,2.53,,2018,,IC50=1.3nM,,IC50=1.3nM,,//,6hmx.pdf,(GEZ),ligand,is,compound
6g3y,,2.51,,2018,,IC50=1.3uM,,IC50=1.3uM,,//,6g3y.pdf,(ELB),ligand,is,TH5675
5zz2,,2.6,,2018,,IC50=1.41nM,,IC50=1.41nM,//,5zz2.pdf,(9M0),ligand,is,compound,"11b,IC50=1.41+/-0.30nM"
6few,,1.44,,2018,,IC50=1.41uM,,IC50=1.41uM,//,6fer.pdf,(D6W),ligand,is,compound,2a
6fil,,1.73,,2018,,IC50=1.41uM,,IC50=1.41uM,//,6fer.pdf,(D6W),ligand,is,compound,2a
6g8n,,3,,2018,,IC50=1.430uM,,IC50=1.430uM,6g7f.pdf,(EQB),ligand,is,compound,2;,IC50
5w0i,,1.43,,2018,,IC50=1.4nM,,IC50=1.4nM,,//,5w0f.pdf,(9UA),ligand,is,compound
6bqa,,1.03,,2018,,IC50=1.4uM,,IC50=1.4uM,,//,6bik.pdf,(67C),compound,5,
5vil,,2.64,,2018,,IC50=1.5nM,,IC50=1.5nM,,//,5vil.pdf,-9.00E+01,[Nonstandard,assay:,ATP
5zeq,,1.9,,2018,,IC50=1.5nM,,IC50=1.5nM,,//,5zeq.pdf,(9B3),[Uncommon,element],ligand
5yof,,1.51,,2018,,IC50=1.5uM,,IC50=1.5uM,,//,5yod.pdf,(7HS),[Incomplete,ligand],[Different
6c7b,,2.13,,2018,,IC50=1.5uM,,IC50=1.5uM,,//,6apz.pdf,(ENY),[Incomplete,ligand],[Different
6bln,,1.3,,2018,,IC50=1.6nM,,IC50=1.6nM,,//,6bik.pdf,(DY4),Lanthascreen,"assay,",compound
6dko,,1.56,,2018,,IC50=1.6uM,,IC50=1.6uM,,//,6apz.pdf,(GXG),[Incomplete,ligand],[Different
6bib,,1.95,,2018,,IC50=1.6uM,,IC50=1.6uM,,//,6bib.pdf,(DW7),[Covalent,complex],inhibitor
5mwg,,1.5,,2018,,IC50=1.7uM,,IC50=1.7uM,,//,5mwg.pdf,(WGX),ligand,is,compound
6hjj,,2.13,,2018,,IC50=1.7uM,,IC50=1.7uM,,//,6hjj.pdf,(G7T),IC50,=,1.7
5wg8,,1.65,,2018,,IC50=1.82uM,,IC50=1.82uM,//,5wg8.pdf,(LB1),[Nonstandard,assay:,substrate:,DiFMUP]
5zwf,,2.1,,2018,,IC50=1.8nM,,IC50=1.8nM,,//,5zwe.pdf,(9KR),[Covalent,complex],ligand
5yjf,,2.49,,2018,,IC50=1.8uM,,IC50=1.8uM,,//,5yjf.pdf,(8WO),[Nonstandard,assay:,Tem
6cjw,,3.38,,2018,,IC50=1.8uM,,IC50=1.8uM,,//,6cj5.pdf,(FYV),ligand,is,compound
6ev0,,2.3,,2018,,IC50=1.8uM,,IC50=1.8uM,,//,6eut.pdf,(BYK),[Different,ligand,in
5zwh,,2.38,,2018,,IC50=1.9nM,,IC50=1.9nM,,//,5zwe.pdf,(9N9),[Covalent,complex],ligand
6br2,,3.18,,2018,,IC50=1.9nM,,IC50=1.9nM,,//,6br2.pdf,(E3S),ligand,is,compound
6br3,,3,,2018,,IC50=1.9nM,,IC50=1.9nM,,//,6br2.pdf,(E3V),ligand,is,compound
5mxq,,2,,2018,,IC50=1.9uM,,IC50=1.9uM,,//,5mxq.pdf,(U8K),ligand,is,ANT-090
6g7f,,2.7,,2018,,IC50=10.1uM,,IC50=10.1uM,//,6g7f.pdf,(EPW),ligand,is,Cystargolide,B
6h7u,,2.8,,2018,,IC50=10.4mM,,IC50=10.4mM,//,6gz9.pdf,(FVT),ligand,is,5-aminolevulinic,acid
6hzp,,2.5,,2018,,IC50=10.4mM,,IC50=10.4mM,//,6gz9.pdf,(FVT),ligand,is,valacyclovir,
5xpn,,1.96,,2018,,IC50=102nM,,IC50=102nM,,//,5xpl.pdf,(8BO),ligand,is,"4a,IC50=102+/-0.50nM"
6c0u,,2.65,,2018,,IC50=1030nM,,IC50=1030nM,//,6c0t.pdf,(EE4),ligand,is,compound,N46;
6c5t,,2.75,,2018,,IC50=108nM,,IC50=108nM,,//,6c5q.pdf,(EKP),Ligand,is,compound
5nwd,,1.45,,2018,,IC50=10nM,,IC50=10nM,,,//,5nsx.pdf,(9C8),ligand,is
5ows,,1.8,,2018,,IC50=10nM,,IC50=10nM,,,//,5nsx.pdf,(KC8),ligand,is
5w0q,,1.7,,2018,,IC50=10nM,,IC50=10nM,,,//,5w0f.pdf,(9U7),ligand,is
6gn1,,2.6,,2018,,IC50=10nM,,IC50=10nM,,,//,6gn1.pdf,(F4N),ligand,is
5nq5,,2.85,,2018,,IC50=10uM,,IC50=10uM,,,//,5nq5.pdf,-952,IC50,=
5wi1,,1.99,,2018,,IC50=10uM,,IC50=10uM,,,//,5wi0.pdf,(AOY),ligand,is
6f34,,3.13,,2018,,IC50=11.4uM,,IC50=11.4uM,//,5oqt.pdf,(ALA),,,,
5yfz,,2.16,,2018,,IC50=110nM,,IC50=110nM,,//,5yfz.pdf,(8UO),[Different,protein,in
6bl1,,2.02,,2018,,IC50=110nM,,IC50=110nM,,//,6bkx.pdf,(DWG),[Covalent,complex],ligand
6fdq,,2.3,,2018,,IC50=113uM,,IC50=113uM,,//,6fdk.pdf,(2UQ),ligand,is,compound
5yjy,,3.4,,2018,,IC50=115nM,,IC50=115nM,,//,5yjy.pdf,(8WF),ligand,is,compound
6hsz,,2.37,,2018,,IC50=116nM,,IC50=116nM,,//,6hqy.pdf,(GOW),ligand,is,compound
5xv7,,2.32,,2018,,IC50=11nM,,IC50=11nM,,,//,5xv7.pdf,(EMH),ligand,is
6dvl,,2.1,,2018,,IC50=11nM,,IC50=11nM,,,//,6dvl.pdf,(HBG),Ligand,is
6eqm,,1.35,,2018,,IC50=11nM,,IC50=11nM,,,//,6eqm.pdf,(BUH),Ligand,is
6fyv,,2.46,,2018,,IC50=11nM,,IC50=11nM,,,//,6fyi.pdf,(3NG),ligand,is
6g93,,1.67,,2018,,IC50=11nM,,IC50=11nM,,,//,6g8x.pdf,(EU2),ligand,is
6gl3,,2.77,,2018,,IC50=11nM,,IC50=11nM,,,//,6gl3.pdf,(EMW),ligand,is
6h3k,,2.48,,2018,,IC50=11nM,,IC50=11nM,,,//,6h3k.pdf,(FMW),ligand,is
6fr2,,2.26,,2018,,IC50=12.0nM,,IC50=12.0nM,//,6fr2.pdf,(E3N),ligand,is,compound,22;
6iik,,1.97,,2018,,IC50=12.25uM,,IC50=12.25uM,6iik.pdf,(IU1),ligand,is,compound,IU1,
6e2n,,2.1,,2018,,IC50=12.5nM,,IC50=12.5nM,//,6e2m.pdf,(KK8),ligand,is,compound,2
5wfc,,2.28,,2018,,IC50=12.5uM,,IC50=12.5uM,//,5wf7.pdf,(A97),ligand,is,GSK343,
6fnx,,1.19,,2018,,IC50=12.6uM,,IC50=12.6uM,//,6fnx.pdf,(DYZ),ligand,is,F1p;,Bingding
6hu0,,1.75,,2018,,IC50=122nM,,IC50=122nM,,//,6hqy.pdf,(T86),ligand,is,compound
5nra,,1.27,,2018,,IC50=123nM,,IC50=123nM,,//,5nr8.pdf,(95K),IC50,=,123
6by8,,1.9,,2018,,IC50=123nM,,IC50=123nM,,//,6bxy.pdf,(FNV),IC50(FP)=123+/-21nM,,
6hu2,,1.99,,2018,,IC50=1260nM,,IC50=1260nM,//,6hqy.pdf,(T34),ligand,is,compound,11;
5nzm,,2.35,,2018,,IC50=127uM,,IC50=127uM,,//,5nzm.pdf,(9ET),ligand,is,murrayamine-I
5nut,,1.6,,2018,,IC50=12nM,,IC50=12nM,,,//,5nsx.pdf,(9A8),ligand,is
5wh6,,1.6,,2018,,IC50=12nM,,IC50=12nM,,,//,5wh5.pdf,(AKJ),S_Zl-n-91,
6bg3,,1.05,,2018,,IC50=12uM,,IC50=12uM,,,//,6bg3.pdf,(DOJ),ligand,is
6ful,,1.65,,2018,,IC50=12uM,,IC50=12uM,,,//,6fuk.pdf,(E7Z),ligand,is
6fo7,,2.59,,2018,,IC50=13.6nM,,IC50=13.6nM,//,6fo7.pdf,(LX3),[Different,protein,in,assay:
5w2p,,2,,2018,,IC50=130.9nM,,IC50=130.9nM,5w2o.pdf,(6U5),"EC50(DG-167)=130.9+/-18.2nM,",microscale,thermophoresis,assay,
5w2q,,1.8,,2018,,IC50=130.9nM,,IC50=130.9nM,5w2o.pdf,(6U5),"EC50(DG-167)=130.9+/-18.2nM,",microscale,thermophoresis,assay,
5yg2,,2.2,,2018,,IC50=130nM,,IC50=130nM,,//,5yfz.pdf,(N05),[Different,protein,in
5mzg,,1.85,,2018,,IC50=138nM,,IC50=138nM,,//,5mze.pdf,(2GE),[Nonstandard,assay:,pH=8]
5olb,,1.82,,2018,,IC50=13nM,,IC50=13nM,,,//,5ohi.pdf,(6ZO),IC50,=
5xyx,,2.61,,2018,,IC50=14.445uM,,IC50=14.445uM,5xyx.pdf,(FTZ),ligand,is,compound,"1,",IC50=14.445+/-1.211uM
6eox,,1.3,,2018,,IC50=140nM,,IC50=140nM,,//,6ekn.pdf,(BKW),ligand,is,compound
6fyp,,2.29,,2018,,IC50=143nM,,IC50=143nM,,//,6fyi.pdf,(3NG),ligand,is,CX-4945
6cyc,,1.54,,2018,,IC50=14nM,,IC50=14nM,,,//,6cyb.pdf,(FKJ),Ligand,is
6dvn,,2.2,,2018,,IC50=14nM,,IC50=14nM,,,//,6dvl.pdf,(HB7),Ligand,is
6cq4,,3.2,,2018,,IC50=14uM,,IC50=14uM,,,//,6cq0.pdf,(F8P),Ligand,is
6dxg,,1.91,,2018,,IC50=14uM,,IC50=14uM,,,//,6dxg.pdf,(HGJ),ligand,is
6as6,,1.4,,2018,,IC50=15.2uM,,IC50=15.2uM,//,6apz.pdf,(BSV),[Incomplete,ligand],ligand,is
5nvh,,1.6,,2018,,IC50=15nM,,IC50=15nM,,,//,5nsx.pdf,(9B2),ligand,is
5ocj,,1.8,,2018,,IC50=15uM,,IC50=15uM,,,//,5ocj.pdf,(9SW),IC50,=
6ez9,,1.61,,2018,,IC50=16.9nM,,IC50=16.9nM,//,6ety.pdf,(C68),[Different,protein,in,assay:
6bsm,,2.33,,2018,,IC50=160nM,,IC50=160nM,,//,6bsl.pdf,(E7D),ligand,is,compound
5nrf,,1.45,,2018,,IC50=163nM,,IC50=163nM,,//,5nr8.pdf,(95Q),IC50,=,163
6g2a,,1.8,,2018,,IC50=164uM,,IC50=164uM,,//,6g1p.pdf,(A3R),ligand,is,compound
6cho,,1.85,,2018,,IC50=167nM,,IC50=167nM,,//,6chl.pdf,(F14),ligand,is,compound
5nvf,,1.55,,2018,,IC50=16nM,,IC50=16nM,,,//,5nsx.pdf,(9AW),ligand,is
5nwb,,1.6,,2018,,IC50=16nM,,IC50=16nM,,,//,5nsx.pdf,(9C5),ligand,is
5uz0,,1.79,,2018,,IC50=16nM,,IC50=16nM,,,//,5uy8.pdf,(8US),IC50,=
5w0f,,1.6,,2018,,IC50=16nM,,IC50=16nM,,,//,5w0f.pdf,(9U7),ligand,is
6f6u,,1.83,,2018,,IC50=16uM,,IC50=16uM,,,//,6f6u.pdf,(CV8),ligand,is
6f8v,,1.85,,2018,,IC50=16uM,,IC50=16uM,,,//,6f6u.pdf,(D0B),ligand,is
6c2x,,2.6,,2018,,IC50=17.4uM,,IC50=17.4uM,//,6apz.pdf,(EHV),[Incomplete,ligand],[Different,ligand
6fo9,,2.7,,2018,,IC50=17.6nM,,IC50=17.6nM,//,6fo7.pdf,(E0E),[Different,protein,in,assay:
5y5u,,2.14,,2018,,IC50=17.7nM,,IC50=17.7nM,//,5y5t.pdf,(8OU),ligand,is,SKI-G-618,
5yz7,,1.9,,2018,,IC50=17.8uM,,IC50=17.8uM,//,5yz7.pdf,(94X),[Incomplete,ligand],[Nonstandard,assay:
5nr8,,1.35,,2018,,IC50=175nM,,IC50=175nM,,//,5nr8.pdf,(95N),IC50,=,175
5nt4,,1.9,,2018,,IC50=17nM,,IC50=17nM,,,//,5nsx.pdf,(97Z),ligand,is
6f8x,,1.95,,2018,,IC50=17uM,,IC50=17uM,,,//,6f6u.pdf,(D08),ligand,is
6c7g,,1.68,,2018,,IC50=18.20nM,,IC50=18.20nM,6c7d.pdf,(EOY),Ligand,is,compound,43;,pIC50
6fo8,,2.3,,2018,,IC50=18.4nM,,IC50=18.4nM,//,6fo7.pdf,(DZT),[Different,protein,in,assay:
5zmq,,1.99,,2018,,IC50=18.4uM,,IC50=18.4uM,//,5zmq.pdf,(4-mer),[Nonstandard,assay:,Temp,37]
6bmx,,2.42,,2018,,IC50=18.9uM,,IC50=18.9uM,//,6bmr.pdf,(DYV),[Multiple,sites:,Src,Homology
6di1,,1.1,,2018,,IC50=180nM,,IC50=180nM,,//,6di0.pdf,(GJD),Ligand,is,compound
6cef,,1.8,,2018,,IC50=180uM,,IC50=180uM,,//,6ce6.pdf,(EYJ),ligand,is,compound
6gxu,,1.92,,2018,,IC50=180uM,,IC50=180uM,,//,6gx3.pdf,(FG8),ligand,is,compound
6htz,,1.84,,2018,,IC50=183nM,,IC50=183nM,,//,6hqy.pdf,(GRK),ligand,is,compound
5w0l,,1.55,,2018,,IC50=18uM,,IC50=18uM,,,//,5w0f.pdf,(9U7),ligand,is
6buv,,1.86,,2018,,IC50=18uM,,IC50=18uM,,,//,6buv.pdf,(E9A),"IC50(N2-8)=18+/-2uM,",enzyme
6ht8,,2.5,,2018,,IC50=190nM,,IC50=190nM,,//,6hqy.pdf,(GQE),ligand,is,compound
6hu1,,2,,2018,,IC50=191nM,,IC50=191nM,,//,6hqy.pdf,(GT2),ligand,is,compound
6ftn,,2,,2018,,IC50=199.5nM,,IC50=199.5nM,6ftn.pdf,(E78),ligand,is,compound,9,
6chm,,2.28,,2018,,IC50=199uM,,IC50=199uM,,//,6chl.pdf,(F1V),ligand,is,compound
6bqk,,1.97,,2018,,IC50=1nM,,IC50=1nM,,,,//,6bqj.pdf,(Z1E),[Different
6bg5,,1.1,,2018,,IC50=1uM,,IC50=1uM,,,,//,6bg3.pdf,(DQD),ligand
6q6y,,2.03,,2018,,IC50=1uM,,IC50=1uM,,,,//,6q6y.pdf,(HKQ),ligand
6h9b,,2.75,,2018,,IC50=2.0uM,,IC50=2.0uM,,//,6h9b.pdf,(FWH),ligand,is,compound
6ge0,,1.82,,2018,,IC50=2.1nM,,IC50=2.1nM,,//,6g8x.pdf,(EVQ),ligand,is,compound
6bt0,,2.6,,2018,,IC50=2.1uM,,IC50=2.1uM,,//,5yxh.pdf,(E7V),[Nonstandard,assay:,Temp
6es0,,2.38,,2018,,IC50=2.26uM,,IC50=2.26uM,//,6es0.pdf,(BW8),ligand,is,compound,CSR35;
5y93,,1.62,,2018,,IC50=2.27uM,,IC50=2.27uM,//,5y8c.pdf,(8Q9),ligand,is,"6f,",IC50
6ds0,,3.19,,2018,,IC50=2.2nM,,IC50=2.2nM,,//,6drx.pdf,(H8M),Ligand,is,compound
6fqu,,1.43,,2018,,IC50=2.2uM,,IC50=2.2uM,,//,5eic.pdf,(E3B),ligand,is,compound
5of0,,1.48,,2018,,IC50=2.32nM,,IC50=2.32nM,//,5of0.pdf,(9TB),[Nonstandard,assay:,Temp,37]
5zwi,,2.4,,2018,,IC50=2.3nM,,IC50=2.3nM,,//,5zwe.pdf,(9KX),[Covalent,complex],ligand
6fdc,,1.45,,2018,,IC50=2.3uM,,IC50=2.3uM,,//,6f6u.pdf,(DD5),[Different,ligand,in
6g4n,,2.9,,2018,,IC50=2.3uM,,IC50=2.3uM,,//,6fld.pdf,(E2W),[Different,protein,in
6g1u,,1.79,,2018,,IC50=2.45uM,,IC50=2.45uM,//,6g1u.pdf,(E1K),[Covalent,complex],[Different,protein
5vio,,2.84,,2018,,IC50=2.4nM,,IC50=2.4nM,,//,5vil.pdf,-9.00E+04,[Nonstandard,assay:,ATP
6bic,,2.25,,2018,,IC50=2.4uM,,IC50=2.4uM,,//,6bib.pdf,(5LH),[Covalent,complex],inhibitor
6c7e,,1.43,,2018,,IC50=2.82nM,,IC50=2.82nM,//,6c7d.pdf,(EOG),Ligand,is,compound,19;
6dlj,,2.6,,2018,,IC50=2.8uM,,IC50=2.8uM,,//,6apz.pdf,(GXM),[Incomplete,ligand],[Different
6bid,,1.15,,2018,,IC50=2.9uM,,IC50=2.9uM,,//,6bib.pdf,(DW4),[Covalent,complex],inhibitor
6ew7,,1.6,,2018,,IC50=2.9uM,,IC50=2.9uM,,//,6ew6.pdf,(C1W),ligand,is,compound
6ezg,,2.2,,2018,,IC50=20.4nM,,IC50=20.4nM,//,6ezg.pdf,(C6K),[Different,protein,in,assay:
5yov,,1.45,,2018,,IC50=20.9nM,,IC50=20.9nM,//,5yov.pdf,(8XR),IC50=20.9+/-1.1nM,,,
6fyi,,2.6,,2018,,IC50=200nM,,IC50=200nM,,//,6fyi.pdf,(EAE),ligand,is,TG003;
6fdu,,2.3,,2018,,IC50=204uM,,IC50=204uM,,//,6fdk.pdf,(D5W),ligand,is,compound
6gmd,,1.66,,2018,,IC50=205uM,,IC50=205uM,,//,6gih.pdf,(A8Q),ligand,is,compound
5xpl,,2.05,,2018,,IC50=20nM,,IC50=20nM,,,//,5xpl.pdf,(8C9),ligand,is
5nat,,1.17,,2018,,IC50=20uM,,IC50=20uM,,,//,5nat.pdf,(8RT),,
5o48,,1.69,,2018,,IC50=20uM,,IC50=20uM,,,//,5o48.pdf,(9K2),ligand,is
6f8r,,1.83,,2018,,IC50=20uM,,IC50=20uM,,,//,6f6u.pdf,(CZK),ligand,is
5zh3,,2.86,,2018,,IC50=21.3uM,,IC50=21.3uM,//,5zh2.pdf,(9CF),ligand,is,compound,"17,IC50=21.3+/-2uM"
5y5t,,1.8,,2018,,IC50=211nM,,IC50=211nM,,//,5y5t.pdf,(8OR),ligand,is,SKI-O-85
6fzu,,1.8,,2018,,IC50=216uM,,IC50=216uM,,//,6fzu.pdf,(EE8),ligand,is,compound
5wvd,,3,,2018,,IC50=21nM,,IC50=21nM,,,//,5wvd.pdf,(7UX),[Different,protein
6g9a,,1.91,,2018,,IC50=21nM,,IC50=21nM,,,//,6g8x.pdf,(ESQ),ligand,is
6bmv,,2.05,,2018,,IC50=21uM,,IC50=21uM,,,//,6bmr.pdf,(DZS),[Different,protein
6e2m,,2.25,,2018,,IC50=2200nM,,IC50=2200nM,//,6e2m.pdf,(KK7),ligand,is,compound,1
6c5q,,2.4,,2018,,IC50=220nM,,IC50=220nM,,//,6c5q.pdf,(EKS),Ligand,is,compound
6htt,,1.75,,2018,,IC50=220nM,,IC50=220nM,,//,6hqy.pdf,(GQZ),ligand,is,compound
5o1s,,1.9,,2018,,IC50=225uM,,IC50=225uM,,//,5o1s.pdf,(9HB),[Covalent,complex],IC50app
6g28,,1.23,,2018,,IC50=228uM,,IC50=228uM,,//,6g1p.pdf,(AR6),ligand,is,ADPr
5qik,,1.58,,2018,,IC50=22nM,,IC50=22nM,,,//,5qik.pdf,(J2M),ligand,is
5w8h,,1.8,,2018,,IC50=23.4uM,,IC50=23.4uM,//,5w8h.pdf,(9Y1),[Nonstandard,assay:,without,EDTA]
6fob,,2.75,,2018,,IC50=23.5nM,,IC50=23.5nM,//,6fo7.pdf,(DZW),[Different,protein,in,assay:
6dxx,,2.7,,2018,,IC50=230nM,,IC50=230nM,,//,6dxx.pdf,(WTF),Ligand,is,compound
6ccs,,2.06,,2018,,IC50=230uM,,IC50=230uM,,//,6cck.pdf,(EXD),ligand,is,compound
5xpm,,2.2,,2018,,IC50=23nM,,IC50=23nM,,,//,5xpl.pdf,(8C0),[Different,ligand
6cjy,,3.05,,2018,,IC50=23nM,,IC50=23nM,,,//,6cj5.pdf,(F4J),ligand,is
6f8w,,1.6,,2018,,IC50=23uM,,IC50=23uM,,,//,6f6u.pdf,(D0E),ligand,is
5wjj,,1.6,,2018,,IC50=240nM,,IC50=240nM,,//,5wjj.pdf,(AQY),ligand,is,compound
5o9h,,2.7,,2018,,IC50=241nM,,IC50=241nM,,//,5o9h.pdf,(9P2),ligand,is,NDT9513727
6fgl,,2.1,,2018,,IC50=24uM,,IC50=24uM,,,//,6fg6.pdf,(UO1),ligand,is
5oae,,2.7,,2018,,IC50=25.11uM,,IC50=25.11uM,5oae.pdf,(SVF),IC50,=,25.11,+,0.98
6ary,,2.26,,2018,,IC50=25.1nM,,IC50=25.1nM,//,6arx.pdf,(BT7),[Covalent,complex],ligand,is
5yql,,1.6,,2018,,IC50=25.9uM,,IC50=25.9uM,//,5yql.pdf,(A2I),ligand,is,compound,1
6gx3,,2.1,,2018,,IC50=250uM,,IC50=250uM,,//,6gx3.pdf,(FF2),ligand,is,compound
6dud,,1.66,,2018,,IC50=256nM,,IC50=256nM,,//,6da4.pdf,(HB4),[Covalent,complex],ligand
6hjk,,2.4,,2018,,IC50=25nM,,IC50=25nM,,,//,6hjj.pdf,(G7W),IC50,=
5wfd,,2.65,,2018,,IC50=26.2uM,,IC50=26.2uM,//,5wf7.pdf,(A9G),ligand,is,GSK126,
6ela,,1.49,,2018,,IC50=26nM,,IC50=26nM,,,//,6ekn.pdf,(B9Z),ligand,is
6bky,,2.17,,2018,,IC50=270nM,,IC50=270nM,,//,6bkx.pdf,(K32),[Covalent,complex],ligand
6ccl,,1.77,,2018,,IC50=273uM,,IC50=273uM,,//,6cck.pdf,(EXG),ligand,is,compound
5xst,,2.3,,2018,,IC50=27nM,,IC50=27nM,,,//,5xsr.pdf,-8.00E+06,[Nonstandard,assay:
6g07,,1.66,,2018,,IC50=27uM,,IC50=27uM,,,//,6fzu.pdf,(EEZ),ligand,is
5wg6,,3.9,,2018,,IC50=28.6uM,,IC50=28.6uM,//,5wf7.pdf,(A9G),ligand,is,GSK126,
5nt0,,1.75,,2018,,IC50=280nM,,IC50=280nM,,//,5nsx.pdf,(97H),ligand,is,compound
6fn9,,2.27,,2018,,IC50=284uM,,IC50=284uM,,//,6fn9.pdf,(DW8),ligand,is,compound
6mrg,,2.77,,2018,,IC50=28nM,,IC50=28nM,,,//,6mrg.pdf,(JXV),[Different,protein
6esm,,1.1,,2018,,IC50=2960nM,,IC50=2960nM,//,6ekn.pdf,(B9Z),ligand,is,compound,3a
5nwh,,2.6,,2018,,IC50=29nM,,IC50=29nM,,,//,5nqr.pdf,(9CH),ligand,is
6cyd,,1.69,,2018,,IC50=2nM,,IC50=2nM,,,,//,6cyb.pdf,(FKG),Ligand
6g9n,,1.76,,2018,,IC50=3.0nM,,IC50=3.0nM,,//,6g8x.pdf,(ESN),ligand,is,compound
5yzc,,2.33,,2018,,IC50=3.0uM,,IC50=3.0uM,,//,5yxw.pdf,(95C),ligand,is,AS-48
6exm,,1.6,,2018,,IC50=3.0uM,,IC50=3.0uM,,//,6eut.pdf,(QQH),[Different,ligand,in
6hm6,,2.1,,2018,,IC50=3.16uM,,IC50=3.16uM,//,6hm6.pdf,(GDK),ligand,is,compound,20
6ewe,,1.46,,2018,,IC50=3.1uM,,IC50=3.1uM,,//,5jmx.pdf,(C0W),IC50,=,3.1
5x33,,3.7,,2018,,IC50=3.2nM,,IC50=3.2nM,,//,5x33.pdf,(7Y9),[Different,ligand,in
6cen,,1.61,,2018,,IC50=3.2uM,,IC50=3.2uM,,//,6cen.pdf,(7-mer),ligand,is,peptide
6b41,,2.61,,2018,,IC50=3.3nM,,IC50=3.3nM,,//,6b41.pdf,(CJV),[Incomplete,ligand],ligand
5ohi,,1.66,,2018,,IC50=3.4nM,,IC50=3.4nM,,//,5ohi.pdf,(9V8),IC50,=,3.4
5o4s,,1.75,,2018,,IC50=3.4uM,,IC50=3.4uM,,//,5mwg.pdf,(9KW),ligand,is,compound
5xag,,2.56,,2018,,IC50=3.5uM,,IC50=3.5uM,,//,5xag.pdf,(93X),[Nonstandard,assay:,Tem
6dcy,,2.08,,2018,,IC50=3.5uM,,IC50=3.5uM,,//,6dcy.pdf,(G5V),ligand,is,compound
6b31,,3.18,,2018,,IC50=3.6nM,,IC50=3.6nM,,//,6b31.pdf,(CFJ),[Different,ligand,in
6cjh,,3.6,,2018,,IC50=3.8uM,,IC50=3.8uM,,//,6cj5.pdf,(ET8),ligand,is,compound
6aah,,1.83,,2018,,IC50=3.9nM,,IC50=3.9nM,,//,6aah.pdf,(9T6),ligand,is,"peficitinib,IC50=3.9(2.1-7.2)nM"
6eji,,2.3,,2018,,IC50=303uM,,IC50=303uM,,//,6eji.pdf,(UD2),ligand,is,compound
6ccn,,1.87,,2018,,IC50=30uM,,IC50=30uM,,,//,6cck.pdf,(EXS),ligand,is
6fu5,,3.26,,2018,,IC50=31.6nM,,IC50=31.6nM,//,6fu5.pdf,(E7N),ligand,is,compound,CSLP18;
6alc,,1.39,,2018,,IC50=31nM,,IC50=31nM,,,//,6alc.pdf,(BKD),TR-FRET,assay
6c0r,,2.05,,2018,,IC50=31nM,,IC50=31nM,,,//,6c0j.pdf,(K5C),K103N/Y181C,mutant;
6g91,,1.8,,2018,,IC50=3200nM,,IC50=3200nM,//,6g8x.pdf,(EQW),ligand,is,compound,10
6ehh,,2.4,,2018,,IC50=32nM,,IC50=32nM,,,//,5mze.pdf,(2GE),[Nonstandard,assay:
6ek3,,1.6,,2018,,IC50=330nM,,IC50=330nM,,//,6ek3.pdf,(OUL),ligand,is,compound
6gh9,,2.09,,2018,,IC50=33uM,,IC50=33uM,,,//,6gh9.pdf,(MIX),ligand,is
6d8e,,2.54,,2018,,IC50=340nM,,IC50=340nM,,//,6d8e.pdf,(FZP),[Covalent,complex],ligand
